MOLREGNO	CHEMBLID	SYNONYMS	MAX_PHASE	MOLWEIGHT	ALOGP	PSA	HBA	HBD	RO5	RTB	RO3	ACD_MOST_APKA	ACD_MOST_BPKA	ACD_LOGP	ACD_LOGD	AROMATIC_RINGS	HEAVY_ATOMS	QED_WEIGHTED	HBA_LIPINSKI	HBD_LIPINSKI	NUM_LIPINSKI_RO5_VIOLATIONS	MW_MONOISOTOPIC	MOLECULAR_SPECIES	FULL_MOLFORMULA	CANONICAL_SMILES
292687	CHEMBL174769		0	439.5	4.05	71.52	4	0	0	8	N			3.82	3.82	3	33	.39	5	0	0	439.1784	NEUTRAL	C28H25NO4	CC(=O)c1ccc(cc1)[C@@H]2[C@@H](CCC(=O)c3ccccc3)C(=O)N2c4ccc(cc4)C(=O)C
292848	CHEMBL366594		0	399.48	5.09	38.77	3	0	1	7	N			5.07	5.07	3	30	.41	4	0	1	399.1834	NEUTRAL	C26H25NO3	COc1ccc(cc1)[C@@H]2[C@@H](\C=C/Cc3ccccc3)C(=O)N2c4ccc(OC)cc4
292849	CHEMBL175016		0	399.48	5.09	38.77	3	0	1	7	N			5.07	5.07	3	30	.41	4	0	1	399.1834	NEUTRAL	C26H25NO3	COc1ccc(cc1)[C@@H]2[C@@H](\C=C\Cc3ccccc3)C(=O)N2c4ccc(OC)cc4
292870	CHEMBL366581		0	385.46	5.08	57.61	3	1	1	7	N	10.2		5.3	5.3	3	29	.46	4	1	1	385.1678	NEUTRAL	C25H23NO3	Oc1ccc(cc1)N2[C@@H]([C@@H](CCCc3ccccc3)C2=O)c4ccc(C=O)cc4
292878	CHEMBL175133		0	401.45	4.32	66.84	4	1	0	7	N	9.72	.32	3.82	3.82	3	30	.47	5	1	0	401.1627	NEUTRAL	C25H23NO4	COc1ccc(cc1)N2[C@@H]([C@@H](CCC(=O)c3ccccc3)C2=O)c4ccc(O)cc4
292879	CHEMBL174757		0	415.48	4.54	55.84	4	0	0	8	N		.12	4.55	4.55	3	31	.4	5	0	0	415.1784	NEUTRAL	C26H25NO4	COc1ccc(cc1)[C@@H]2[C@@H](CCC(=O)c3ccccc3)C(=O)N2c4ccc(OC)cc4
293183	CHEMBL175039		0	701.75	.01	323.41	15	5	2	12	N	2.59	11.34	-3.75	-4.76	3	47	.06	16	6	2	701.1032	ZWITTERION	C28H27N7O9S3	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])CSc3cc[n+](Cc4cc(O)c(O)cn4)cc3)\c5csc(N)n5)C(=O)O
293245	CHEMBL175210		0	411.47	-4.39	156.98	9	4	0	6	N	4.27	9.23	-1.87	-4.37	0	28	.32	9	4	0	411.1464	ZWITTERION	C18H25N3O6S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C4CC(=NO4)CO
293320	CHEMBL354209		0	744.73	-.82	368.72	16	7	3	12	N	2.59	1.42	-2.49	-3.91	3	50	.03	19	8	2	744.0727	ACID	C28H24N8O11S3	Nc1nc(cs1)\C(=N\OCC(=O)O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4cc[n+](cc4)C(=O)NNC(=O)c5ccc(O)c(O)c5
293321	CHEMBL265724		0	700.72	-.18	327.59	15	5	2	13	N	2.6	1.42	-2.31	-3.07	3	47	.03	16	6	2	700.0716	ACID	C28H24N6O10S3	Nc1nc(cs1)\C(=N\OCC(=O)O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)[O-])CSc4cc[n+](CC(=O)c5ccc(O)c(O)c5)cc4
293400	CHEMBL362845		0	397.49	-4.01	127.64	8	3	0	5	N	4.27	9.49	-1.39	-3.9	0	27	.4	8	3	0	397.1671	ZWITTERION	C18H27N3O5S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C4CCN(C)O4
293507	CHEMBL174626		0	882.31	-5.59	341.88	15	10	3	22	N	3.12	7.71	-3.46	-6.12	1	61	.03	23	11	2	881.3322	ACID	C37H52ClN9O14	CC(=O)N(O)CCC[C@H](N)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C(=O)NC1[C@H]2CCC(=C(N2C1=O)C(=O)O)Cl)c3ccc(O)cc3
293680	CHEMBL176885		0	493.5	5.02	72.91	5	0	1	10	N			5.31	5.31	3	36	.23	6	0	1	493.1701	NEUTRAL	C28H25F2NO5	CC(=O)O[C@H](CC[C@@H]1[C@H](N(C1=O)c2ccc(F)cc2)c3ccc(OC(=O)C)cc3)c4ccc(F)cc4
293765	CHEMBL177306		0	334.39	.1	116.03	6	2	0	5	N	4.24	4.87	-1.5	-4.51	1	23	.74	6	2	0	334.0987	ACID	C16H18N2O4S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)SCc3cccnc3
293808	CHEMBL368795		0	839.85	-6.54	351.11	16	10	3	24	N	2.8	7.71	-2.1	-4.77	1	59	.03	24	11	2	839.3661	ACID	C35H53N9O15	C[C@H]1C(NC(=O)[C@H](NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@@H](N)CCCN(O)C(=O)C)c2ccc(O)cc2)C(=O)N1OCC(=O)O
293809	CHEMBL368819		0	866.31	-5.35	321.65	14	9	3	22	N	3.12	7.7	-2.86	-5.53	1	60	.03	22	10	2	865.3373	ACID	C37H52ClN9O13	CC(=O)N(O)CCC[C@H](N)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](CCCN(O)C(=O)C)C(=O)N[C@@H](C(=O)NC1[C@H]2CCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3
293853	CHEMBL175051		0	409.46	-3.67	161.43	8	4	0	6	N	4.27	7.46	-2.74	-5.4	1	28	.35	9	4	0	409.1308	ACID	C18H23N3O6S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)c4cc(CO)on4
294151	CHEMBL177440		0	403.47	4.21	70	4	2	0	7	N	9.72	.49	3.43	3.43	3	30	.58	5	2	0	403.1784	NEUTRAL	C25H25NO4	COc1ccc(cc1)N2[C@@H]([C@@H](CC[C@H](O)c3ccccc3)C2=O)c4ccc(O)cc4
294213	CHEMBL178591		0	393.56	7.25	29.54	2	0	1	12	N		.32	7.98	7.98	2	29	.28	3	0	1	393.2668	NEUTRAL	C26H35NO2	CCCCCCCCCC[C@@H]1[C@H](N(C1=O)c2ccc(OC)cc2)c3ccccc3
294450	CHEMBL177816		0	329.39	4.18	29.54	2	0	0	4	N			3.79	3.79	3	25	.67	3	0	0	329.1416	NEUTRAL	C22H19NO2	COc1ccc(cc1)N2[C@@H]([C@H](C2=O)c3ccccc3)c4ccccc4
294531	CHEMBL366664		0	442.53	-2.82	161.69	9	4	0	9	N	2.31	9.46	.2	-3.31	0	30	.28	9	4	0	442.1774	ZWITTERION	C20H30N2O7S	CC(C)[C@H](NC[C@H]1OCC[C@H]1SC2=C(N3C([C@H]2C)[C@@H]([C@@H](C)O)C3=O)C(=O)O)C(=O)O
294753	CHEMBL178023		0	513.56	1.78	170.56	8	4	1	9	N	3.06		2.8	-.87	2	36	.37	10	4	0	513.157	ACID	C25H27N3O7S	CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)NC(Cc4ccc(O)cc4)C(=O)O
294923	CHEMBL176752		0	489.58	-2.74	167.48	8	4	0	9	N	4.29	7.14	-.58	-3.39	1	34	.27	9	5	0	489.1934	ACID	C24H31N3O6S	C[C@@H](O)[C@@H]1C2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CCO[C@@H]3CNC(=O)[C@@H](N)Cc4ccccc4
294939	CHEMBL177700		0	453.51	-3.37	163.05	10	3	0	8	N	4.27	9.23	-1.64	-4.15	0	31	.25	10	3	0	453.157	ZWITTERION	C20H27N3O7S	CCOC(=O)C1=NOC(C1)[C@@H]2C[C@@H](CN2)SC3=C(N4[C@H]([C@H]3C)[C@@H]([C@@H](C)O)C4=O)C(=O)O
295104	CHEMBL174168	Cephalothin-Leucine	0	509.6	1.18	195.64	8	3	1	11	N	3.81		-.42	-3.95	1	34	.29	10	3	0	509.129	ACID	C22H27N3O7S2	CC(C)CC(NC(=O)C1=C(COC(=O)C)CS[C@@H]2[C@H](NC(=O)Cc3cccs3)C(=O)N12)C(=O)O
295401	CHEMBL177637		0	585.76	6.24	239.76	13	0	3	8	N			3.76	3.76	1	36	.24	10	0	1	585.0303	NEUTRAL	C21H23N5O5S5	CO[C@@H]1C2N(C1=O)C(=C(CSC3SC(C)N=N3)[C@@H](SC4SC(C)N=N4)S2(=O)=O)C(=O)c5ccccc5
295436	CHEMBL177992		0	417.5	5.29	59	4	1	1	8	N	10.11	.35	5.28	5.28	3	31	.51	5	1	1	417.194	NEUTRAL	C26H27NO4	COc1ccc(cc1)[C@@H]2[C@@H](CCCc3ccc(O)cc3)C(=O)N2c4ccc(OC)cc4
295444	CHEMBL368177		0	417.5	4.43	59	4	1	0	8	N		.3	4.16	4.16	3	31	.55	5	1	0	417.194	NEUTRAL	C26H27NO4	COc1ccc(cc1)[C@@H]2[C@@H](CC[C@H](O)c3ccccc3)C(=O)N2c4ccc(OC)cc4
295563	CHEMBL435543		0	403.47	5.07	70	4	2	1	7	N	9.72	.55	4.55	4.54	3	30	.54	5	2	1	403.1784	NEUTRAL	C25H25NO4	COc1ccc(cc1)N2[C@@H]([C@@H](CCCc3ccc(O)cc3)C2=O)c4ccc(O)cc4
295657	CHEMBL425153		0	823.85	-6.3	330.88	15	9	3	24	N	2.8	7.7	-1.51	-4.17	1	58	.03	23	10	2	823.3712	ACID	C35H53N9O14	C[C@H]1C(NC(=O)[C@H](NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@H](CCCN(O)C(=O)C)NC(=O)[C@@H](N)CCCN(O)C(=O)C)c2ccccc2)C(=O)N1OCC(=O)O
301263	CHEMBL178426		0	569.68	1.67	173.23	9	4	1	9	N	12.07	7.29	3.03	2.78	2	40	.26	12	4	1	569.242	NEUTRAL	C27H35N7O5S	CN1CCN(CC1)Nc2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@@H](NC5=O)OC(=O)C
301267	CHEMBL178226		0	555.65	1.44	167.19	8	3	1	9	N	12.07	4.86	2.35	2.34	2	39	.31	11	3	1	555.2152	NEUTRAL	C27H33N5O6S	CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)C2(CCCCC2)NC(=O)c3ccc(cc3)c4csc(CN5CCOCC5)n4
301276	CHEMBL178666		0	533.64	3.98	140.89	6	3	1	8	N	11.94	4.14	5.1	5.1	3	38	.37	9	3	0	533.2097	NEUTRAL	C28H31N5O4S	CN(C)c1nc(cs1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)N[C@H]4[C@@H](NC4=O)Oc5ccccc5
301277	CHEMBL178417		0	588.72	3.94	144.13	7	3	1	8	N	11.94	7.06	4.39	4.23	3	42	.34	10	3	0	588.2519	NEUTRAL	C31H36N6O4S	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@@H](NC5=O)Oc6ccccc6
301278	CHEMBL178418		0	603.73	3.46	156.16	8	4	1	9	N	11.94	7.29	4.5	4.25	3	43	.27	11	4	1	603.2628	NEUTRAL	C31H37N7O4S	CN1CCN(CC1)Nc2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@@H](NC5=O)Oc6ccccc6
301279	CHEMBL367800		0	588.72	3.94	144.14	7	3	1	8	N	11.94	7.06	4.39	4.23	3	42	.34	10	3	0	588.2519	NEUTRAL	C31H36N6O4S	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@H](NC5=O)Oc6ccccc6
301293	CHEMBL181725		0	603.73	3.46	156.16	8	4	1	9	N	11.94	7.29	4.5	4.25	3	43	.27	11	4	1	603.2628	NEUTRAL	C31H37N7O4S	CN1CCN(CC1)Nc2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@H](NC5=O)Oc6ccccc6
301294	CHEMBL362681		0	241.33	3.01	20.31	1	0	0	2	N			2.78	2.78	1	18	.58	2	0	0	241.1467	NEUTRAL	C16H19NO	O=C1C2CC\C=C/CCC2N1Cc3ccccc3
301302	CHEMBL180602		0	151.21	1.22	29.1	1	1	0	0	Y			1.33	1.33	0	11	.41	2	1	0	151.0997	NEUTRAL	C9H13NO	O=C1NC2CC\C=C/CCC12
301310	CHEMBL360263		0	407.85	1.74	113.6	5	3	0	6	N	12.07		3	3	1	28	.49	8	3	0	407.1248	NEUTRAL	C19H22ClN3O5	CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)C2(CCCCC2)NC(=O)c3ccc(Cl)cc3
301318	CHEMBL178621		0	407.85	1.74	113.6	5	3	0	6	N	12.07		3.05	3.05	1	28	.49	8	3	0	407.1248	NEUTRAL	C19H22ClN3O5	CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)C2(CCCCC2)NC(=O)c3cccc(Cl)c3
301328	CHEMBL179466		0	153.22	1.67	29.1	1	1	0	0	Y			1.09	1.09	0	11	.53	2	1	0	153.1154	NEUTRAL	C9H15NO	O=C1NC2CCCCCCC12
301331	CHEMBL178098		0	419.49	1.62	138.9	6	3	0	7	N	12.07		3.62	3.62	1	29	.35	8	3	0	419.1515	NEUTRAL	C20H25N3O5S	CSc1ccc(cc1)C(=O)NC2(CCCCC2)C(=O)N[C@H]3[C@@H](NC3=O)OC(=O)C
301339	CHEMBL178903		0	416.47	1.24	116.84	6	3	0	7	N	12.07	2.87	1.9	1.9	1	30	.46	9	3	0	416.206	NEUTRAL	C21H28N4O5	CN(C)c1ccc(cc1)C(=O)NC2(CCCCC2)C(=O)N[C@H]3[C@@H](NC3=O)OC(=O)C
301346	CHEMBL181129		0	243.34	3.46	20.31	1	0	0	2	N			2.93	2.93	1	18	.73	2	0	0	243.1623	NEUTRAL	C16H21NO	O=C1C2CCCCCCC2N1Cc3ccccc3
301347	CHEMBL361771		0	123.15	.31	29.1	1	1	0	0	Y			.64	.64	0	9	.36	2	1	0	123.0684	NEUTRAL	C7H9NO	O=C1NC2CC=CCC12
301351	CHEMBL181231		0	499.58	2.19	157.96	7	3	0	8	N	12.06	4.14	3.63	3.63	2	35	.37	10	3	0	499.1889	NEUTRAL	C24H29N5O5S	CN(C)c1nc(cs1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)N[C@H]4[C@@H](NC4=O)OC(=O)C
301353	CHEMBL181715		0	213.28	2.1	20.31	1	0	0	2	Y			1.86	1.86	1	16	.54	2	0	0	213.1154	NEUTRAL	C14H15NO	O=C1C2CC=CCC2N1Cc3ccccc3
301355	CHEMBL181229		0	458.51	.93	126.06	7	3	0	7	N	12.07	2.68	2.42	2.42	1	33	.41	10	3	0	458.2165	NEUTRAL	C23H30N4O6	CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)C2(CCCCC2)NC(=O)c3ccc(cc3)N4CCOCC4
301369	CHEMBL179497		0	554.66	2.14	161.2	8	3	1	8	N	12.07	7.06	2.92	2.76	2	39	.33	11	3	1	554.2311	NEUTRAL	C27H34N6O5S	CN1CCN(CC1)c2nc(cs2)c3ccc(cc3)C(=O)NC4(CCCCC4)C(=O)N[C@H]5[C@@H](NC5=O)OC(=O)C
301372	CHEMBL178411		0	225.29	2.25	20.31	1	0	0	2	Y			2.37	2.37	1	17	.71	2	0	0	225.1154	NEUTRAL	C15H15NO	O=C1C2CC=CC=CC2N1Cc3ccccc3
301373	CHEMBL361954		0	135.16	.46	29.1	1	1	0	0	Y			1	1	0	10	.48	2	1	0	135.0684	NEUTRAL	C8H9NO	O=C1NC2C=CC=CCC12
301374	CHEMBL178335		0	111.14	.3	29.1	1	1	0	0	Y			-.5	-.5	0	8	.45	2	1	0	111.0684	NEUTRAL	C6H9NO	O=C1NC2CCCC12
301375	CHEMBL362835		0	471.55	1.2	120.07	7	3	0	7	N	12.07	7.65	1.88	1.44	1	34	.4	10	3	0	471.2482	NEUTRAL	C24H33N5O5	CN1CCN(CC1)c2ccc(cc2)C(=O)NC3(CCCCC3)C(=O)N[C@H]4[C@@H](NC4=O)OC(=O)C
301380	CHEMBL181454		0	201.26	2.09	20.31	1	0	0	2	Y			1.34	1.34	1	15	.67	2	0	0	201.1154	NEUTRAL	C13H15NO	O=C1C2CCCC2N1Cc3ccccc3
304903	CHEMBL1359	Invanz | MK-0826 | Ertapenem | Ertapenem sodium	4	475.51	-3.13	181.56	9	5	0	7	N	4.03	7.79	-.72	-4.54	1	33	.26	10	5	0	475.1413	ACID	C22H25N3O7S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)Nc4cccc(c4)C(=O)O
305519	CHEMBL174	Totacillin-N | Polycillin-N | Ampicillin Sodium | Aminobenzylpenicillin | Alpha-Aminobenzylpenicillin | Ampicillin/Ampicillin Trihydrate | Ampicillin/ampicillin trihydrate | Ampicillin/ampicillin monohydrate | Polycillin-Prb | Probampacin | Principen-N | Pfizerpen-A | P-50 | Amcill | AY-6108 | Omnipen | BRL-1341 | Omnipen-N | Penbritin | Principen | Amp Equine | Ampicillin | Polycillin | Totacillin | Penbritin-S	4	349.4	-2.3	138.03	6	3	0	4	N	2.44	6.81	1.48	-1.84	1	24	.52	7	4	0	349.1096	ACID	C16H19N3O4S	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
310894	CHEMBL441676		0	538.02	4.84	154.57	7	3	1	7	N	9.11	8	4.31	3.25	4	37	.29	9	3	0	537.1238	NEUTRAL	C26H24ClN5O4S	Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@H]4CC(=O)N4)C(=O)Nc5cnsn5
324976	CHEMBL436129		0																					C33H39N9O12S2	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O.C[C@]5(Cn6ccnn6)[C@@H](N7[C@@H](CC7=O)S5(=O)=O)C(=O)O
326289	CHEMBL196932		0	505.36	5.06	56.84	3	0	2	3	N			5.15		4	33	.37	6	0	1	504.0685		C26H21BrN2O4	Brc1ccc2Oc3ccccc3[C@@H]4C[C@@H](Cn5oc6ccc(cc56)N7CCC7=O)O[C@@H]4c2c1
326362	CHEMBL197349		0	394.46	3.05	75.7	4	1	0	10	N			1.55	1.55	2	29	.38	6	1	0	394.1893	NEUTRAL	C23H26N2O4	CCCCNC(=O)C(N1C(CC1=O)C(=O)OCc2ccccc2)c3ccccc3
326367	CHEMBL383357		0	288.38	2.4	49.41	2	1	0	7	N			1.31	1.31	1	21	.62	4	1	0	288.1838	NEUTRAL	C17H24N2O2	CCCCNC(=O)C(Cc1ccccc1)N2CC(C)C2=O
326384	CHEMBL406503		0	328.45	3.18	49.41	2	1	0	6	N			2.26	2.26	1	24	.82	4	1	0	328.2151	NEUTRAL	C20H28N2O2	CC1CC(=O)N1C(Cc2ccccc2)C(=O)NCC3CCCCC3
326389	CHEMBL193650		0	301.34	.03	87.54	5	1	0	6	N		.44	-2.67	-2.67	1	22	.75	7	1	0	301.1539	NEUTRAL	C15H19N5O2	CCCC(N1CCC1=O)C(=O)NCC2N=Cc3cncnc23
326392	CHEMBL195596		0	483.52	2.03	113.85	7	1	0	10	N		.44	.3	.3	3	36	.35	9	1	0	483.1907	NEUTRAL	C27H25N5O4	O=C(NCC1N=Cc2cncnc12)C(Cc3ccccc3)N4C(CC4=O)C(=O)OCc5ccccc5
326393	CHEMBL363204		0	308.37	2.34	49.41	2	1	0	5	N			.43	.43	2	23	.86	4	1	0	308.1525	NEUTRAL	C19H20N2O2	CC1CN(C(C(=O)NCc2ccccc2)c3ccccc3)C1=O
326403	CHEMBL380600		0	370.44	3.49	49.41	2	1	0	6	N			2.44	2.44	3	28	.68	4	1	0	370.1681	NEUTRAL	C24H22N2O2	O=C(NCc1ccccc1)C(N2C(CC2=O)c3ccccc3)c4ccccc4
326427	CHEMBL364973		0	335.36	.29	87.54	5	1	0	5	N	13.67	.44	-2.27	-2.27	2	25	.79	7	1	0	335.1382	NEUTRAL	C18H17N5O2	O=C(NCC1N=Cc2cncnc12)C(N3CCC3=O)c4ccccc4
529335	CHEMBL587380		0	726.82	5.1	220.48	12	2	3	17	N	9.35		6.46	6.45	2	50	.09	14	2	2	726.2029	NEUTRAL	C34H38N4O10S2	COC(=O)C(=C(C)C)N1[C@H](SS[C@@H]2[C@H](NC(=O)OCc3ccccc3)C(=O)N2C(=C(C)C)C(=O)OC)[C@H](NC(=O)OCc4ccccc4)C1=O
529515	CHEMBL525675		0	221.25	1.06	38.76	3	0	0	4	N			.37	.37	1	16	.71	4	0	0	221.1052	NEUTRAL	C12H15NO3	COc1ccc(CN2CCC2=O)c(OC)c1
530402	CHEMBL582332		0	216.19	-4.61	120.93	6	3	0	5	N	2.18	9.12	-1.09	-4.6	0	15	.4	7	4	0	216.0746	ZWITTERION	C8H12N2O5	NC(CC1CC(=O)N1CC(=O)O)C(=O)O
536923	CHEMBL546116		0	678.84	6.58	121.22	7	1	2	15	N		2.67	8.16	8.16	4	49	.07	8	1	1	678.2764	NEUTRAL	C40H42N2O6S	CC(=C(N1[C@@H]([C@H](NC(c2ccccc2)(c3ccccc3)c4ccccc4)C1=O)[S+]([O-])CC(=O)OC(C)(C)C)C(=O)OCc5ccccc5)C
540274	CHEMBL580905		0	450.52	3.07	105.07	4	1	0	12	N			1.8	1.8	2	31	.4	7	1	0	450.1625	NEUTRAL	C22H27FN2O5S	Fc1ccc(CCCCCCNC(=O)CN2C(CC2=O)S(=O)(=O)Cc3occc3)cc1
553614	CHEMBL541920		0	438.5	-.41	144.74	6	2	0	6	N	3.81	6.87	-4.66	-4.11	2	31	.46	8	3	0	438.1362	ACID	C22H22N4O4S	C[n+]1ccc(SC2=C(N3[C@H](CC2)[C@H](NC(=O)[C@H](N)c4ccccc4)C3=O)C(=O)[O-])cc1
554048	CHEMBL557812		0	565.58	-2.21	288.6	13	4	2	9	N	2.71		-4.77	-5.22	2	38	.11	16	6	2	565.1162	ACID	C20H23N9O7S2	Cn1c(N)cc[n+]1CC2=C(N3[C@H](SC2)[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c4nsc(N)n4)C3=O)C(=O)[O-]
554103	CHEMBL540149		0	611.63	-1.74	288.6	13	4	2	12	N	2.71		-4.03	-4.48	2	41	.09	16	6	2	611.1381	ACID	C22H26FN9O7S2	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)[O-])C[n+]3ccc(N)n3CCCF)\c4nsc(N)n4)C(=O)O
554149	CHEMBL553802		0	439.92	3.47	101.38	5	0	0	5	N		4.32	3.73	3.73	4	30	.35	7	0	0	439.087	NEUTRAL	C21H18ClN5O2S	COc1ccccc1C2C(Cl)C(=O)N2c3nnc(Cn4c(C)nc5ccccc45)s3
554151	CHEMBL557626		0	409.89	3.49	92.15	4	0	0	4	N		4.04	3.06	3.06	4	28	.38	6	0	0	409.0764	NEUTRAL	C20H16ClN5OS	Cc1nc2ccccc2n1Cc3nnc(s3)N4C(C(Cl)C4=O)c5ccccc5
554152	CHEMBL539990		0	444.34	4.15	92.15	4	0	0	4	N		4.32	3.7	3.7	4	29	.35	6	0	0	443.0374	NEUTRAL	C20H15Cl2N5OS	Cc1nc2ccccc2n1Cc3nnc(s3)N4C(C(Cl)C4=O)c5ccccc5Cl
554791	CHEMBL555725		0	215.23	-.84	103.14	5	2	0	2	N	4		-1.87	-5.08	0	14	.58	5	2	0	215.0252	ACID	C8H9NO4S	C[C@@H](O)[C@@H]1[C@@H]2SC=C(N2C1=O)C(=O)O
554906	CHEMBL562449		0	420.44	2.36	144.02	8	0	0	10	N			1.31	1.31	1	29	.24	9	0	0	420.0991	NEUTRAL	C19H20N2O7S	CCCC(=O)O[C@H](C)[C@@H]1[C@@H]2SC=C(N2C1=O)C(=O)OCc3ccc(cc3)[N+](=O)[O-]
555972	CHEMBL1727	66873 | Keflet | Panixine Disperdose | Cefalexin hydrate | Keflex | Keftab | Ceporex | Cefalexin | LY-061188 | Cephalexin | Sintolexyn | Alphaspoven | Cephalexin HCl	4	347.39	-2.26	138.03	6	3	0	4	N	3.12	6.84	.35	-2.94	1	24	.53	7	4	0	347.094	ACID	C16H17N3O4S	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(=O)O
555982	CHEMBL560889		0	337.37	1.84	89.97	6	0	0	11	N			2.09	2.09	0	24	.33	7	0	0	337.1525	NEUTRAL	C17H23NO6	C[C@@H](OC(=O)CCC=C)[C@@H]1[C@@H](OC(=O)C)N(C(=O)CCC=C)C1=O
556077	CHEMBL565152		0	439.92	3.47	101.38	5	0	0	5	N		4.32	3.43	3.43	4	30	.35	7	0	0	439.087	NEUTRAL	C21H18ClN5O2S	COc1ccc(cc1)C2C(Cl)C(=O)N2c3nnc(Cn4c(C)nc5ccccc45)s3
556622	CHEMBL560909		0	449.43	.3	173.12	9	1	0	10	N			-.94	-.94	1	31	.23	11	1	1	449.0893	NEUTRAL	C19H19N3O8S	C[C@@H](OC(=O)CNC(=O)C)[C@@H]1[C@@H]2SC=C(N2C1=O)C(=O)OCc3ccc(cc3)[N+](=O)[O-]
557694	CHEMBL561549		0	309.31	.9	89.97	6	0	0	2	N			-.01	-.01	0	22	.33	7	0	0	309.1212	NEUTRAL	C15H19NO6	C[C@H]1OC(=O)CC\C=C\CCC(=O)N2[C@H](OC(=O)C)[C@@H]1C2=O
557772	CHEMBL565154		0	423.92	3.97	92.15	4	0	0	4	N		4.32	3.91	3.91	4	29	.37	6	0	0	423.0921	NEUTRAL	C21H18ClN5OS	Cc1cccc(c1)C2C(Cl)C(=O)N2c3nnc(Cn4c(C)nc5ccccc45)s3
558106	CHEMBL1730	Cefcil | HR-756 | Pretor | Cefotax | Kefotex | Claforan | Cefotaxime Sodium | Cefotaxime | RU-24756	4	455.47	-.91	227.04	11	3	1	8	N	2.66	1.7	-.51	-4.26	1	30	.19	12	4	1	455.0569	ACID	C16H17N5O7S2	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)\c3csc(N)n3
558295	CHEMBL1731	Mezlocillin Sodium Monohydrate | Mezlin | Mezlocillin | Multocillin | Mezlocillin Sodium	4	539.58	-.22	207.17	9	3	1	6	N	2.44		.33	-3.4	1	36	.41	13	3	1	539.1145	ACID	C21H25N5O8S2	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(=O)(=O)C)c4ccccc4)C(=O)N2[C@H]1C(=O)O
559537	CHEMBL563509		0	425.89	3.25	112.38	5	1	0	4	N			4.34	4.34	4	29	.4	7	1	0	425.0713	NEUTRAL	C20H16ClN5O2S	Cc1nc2ccccc2n1Cc3nnc(s3)N4C(C(Cl)C4=O)c5ccc(O)cc5
