SET_NAME,PATTERN_NAME,SMARTS,MIN_COUNT,SEVERITY_SCORE,SEVERITY_COMMENT,COVALENT,SPECIAL_MOL,ORIGINAL_SET,SET_DESCRIPTION,SOURCE,REFERENCE,NumMatchesPubChem2018,EX1,CID_Ex1,EX2,CID_Ex2,EX3,CID_Ex3,EX4,CID_Ex4,EX5,CID_Ex5
NIBR_Screeningdeck_2019,keto_aldehyde_or_acetal,"C(=O)-[CH;$(C=O),$(C(-[OH])-[OH])]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,9213,C[C@@H]1CC[C@]2([C@H]([C@]1(C)C[C@H]([C@@]3(CO3)C(=O)C=O)O)CCC=C2C=O)C,100979715,CC(C)C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N4CCC[C@H]4C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)NCCCNC(=O)C=O)N,100986207,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)C=O)C,129253808,CS(=O)(=O)C1=CC=C(C=C1)CC2=C(C=CC(=C2)OC3=C(C=C(C=C3Cl)NC(=O)C=O)Cl)O,129256552,C[C@H]1C[C@H](CN(C1)C2=CN=C(C3=C2C=CC=N3)C)NC(=O)C(O)O,129265190
NIBR_Screeningdeck_2019,keto_keto_beta,c:1-2:c(:c:c:c:c:1)-[#6](=[#8])-[#6;X4]-[#6]-2=[#8],1,0,ANNOTATION,0,0,PAINS_B,"pan-assay interference compounds, identify promiscuious binders in alpha screen assays",literature,"Baell, J. B., & Holloway, G. A. (2010). New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays. Journal of medicinal chemistry, 53(7), 2719-2740.",18611,CCCCC1(C(=O)C2=CC=CC=C2C1=O)C(C)(C)C,100988186,CCCCCCCSC1=CC2=C(C=C1)C(=O)C(C2=O)(OC)OC,100996352,CNC(=O)C#CCC1C(=O)C2=CC=CC=C2C1=O,129257984,CN1C(=O)C2=C(C1=O)C=C3C(=C2)C=C(S3)C4=C5C(=C(C6=NSN=C46)C7=CC8=CC9=C(C=C8S7)C(=O)C(C9=O)CN)N=S=N5,129267267,CC1=CC=C(C=C1)[C@@H]2[C@@H](N3[C@H](C24C(=O)C5=CC=CC=C5C4=O)C=CC6=C3C=CC(=C6)F)C(=O)C7=CC=C(C=C7)Cl,100905226
NIBR_Screeningdeck_2019,labile_ester_2,O=COn1cncc1 ,1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,1213,CCC1=NC2=C(N1OC(=O)C(C)(C=CC3=CC4=C(C=C3)C=CC(=N4)C(C)OC(=O)C)C(C)(C)O[Si](C)(C)C(C)(C)C)C=CC=N2,123757961,CC(C)(C)OC(=O)NCC1=C(N(C(=O)N1)OC(=O)N2CCC(CC2)C3=CC=CC=C3)O,123762977,CCCC(=O)ON1C2=C(C=CC=N2)N=C1Cl,123764978,C1CCC(=CC1)C2=C(C=CC(=C2)C3CCN(CC3)CC4=CC=CC=N4)NC(=O)C5=NC(=CN5OC(=O)C(F)(F)F)C#N,84973086,C1=CC(=CC(=C1)[As]C(=O)NC2=CC3=C(C=C2)N=C(N3OC(=O)C(F)(F)F)C4=CSC=N4)[N+](=O)[O-],87941016
NIBR_Screeningdeck_2019,lawessons_reagent_and_derivatives,P(=S)(S)S,1,2,EXCLUDE,0,0,Glaxo,N.A.,inhouse,no ref,1283,C1=CC=C(C=C1)CC(NC(=O)CCSP(=S)(CC2=CC=CC=C2)SCC3=CC=CC=C3)(SCC4=CC=CC=C4)S[PH+]=S,123755258,CCOP(=S)(S)S,23037244,CCOC(=O)CC(C(=O)OCC)SP(=S)(SOC)SOC,124011219,CCSP(=S)(CCC(=O)OC1=CC=CC=C1)SCC,11186680,CSP1(=S)SCC(CS1)C#C,88889659
NIBR_Screeningdeck_2019,lipid_phospho_1,"C~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@C-OP(=O)(-[O-,OH])-O-[CH2]-[CH2]-N",1,2,EXCLUDE,0,1,LIPID,Lipids and close analogues,inhouse,no ref,1054,CCCCCCCCCCCCCCCCC([C@H](CO)OCCCCC=C)OP(=O)([O-])OCC[N+](C)(C)C,87581224,C[N+](C)(C)CCOP(=O)(O)OCCCCCCCCCCCC12CC3CC(C1)CC(C3)C2,44378040,CC1(C2=CC=CC=C2[N+](=C1/C=C/C3=C(/C(=C/C=C\4/C(C5=CC=CC=C5N4C)(C)C)/CCC3)C6=CC=C(C=C6)CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C)C)C,51035306,CCCCCCCCCCCCCCOP(=O)(O)OCCNC(=O)[C@H](C)N(CC(C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O)NC(=O)C)C(=O)CC[C@H](C(=O)N)NC(=O)[C@H](C)N,22819735,CCC(=C=C=C=C=C)C#CC#CC#CC#CC#CC#COP(=O)([O-])OCCNC(=O)C,23558655
NIBR_Screeningdeck_2019,lipid_phospho_2,"C~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@[CH2,CH&X3,CX2,$([CH]-[OH])]~!@C-O-[CH2]-!@[CH](-O)-!@[CH2]-OP(=O)(-[O-,OH])-O-[CH2]-[CH2]-N",1,2,EXCLUDE,0,1,LIPID,Lipids and close analogues,inhouse,no ref,25502,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN=C(CCCCCCCCO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)[O-])OC(=O)CCCCCCCCCCCCCCC.[Na+],100976385,CCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)(O)OCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,100987338,CCCCCCCCC#CCCCCCCCCOC[C@@H](COP(=O)(O)OCC[N+](C)(C)C)OCCCCCCCCC#CCCCCCCCC,89038025,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC.CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC.CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,134687142,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC.[Na+],126456123
NIBR_Screeningdeck_2019,long_chain_aliphatic,"[CH2;R0]-[CH2;R0]-[CH2;R0]-[CH2;R0]-[CH2;R0]-[CH2;R0]-[CH2,CH3;R0]",1,1,FLAG,0,0,Inhouse,N.A.,inhouse,no ref,1540427,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)CCCCCCCNC(=O)[C@H](CC3=CC=CC=C3)NC(=O)/C=N\OCC4=CC=C(C=C4)C5=CC=CC=C5,100975352,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7C([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C,100975482,CCCCCCCCC1=CC=C(C=C1)C(CS(=O)(=O)[O-])O.[Na+],100975589,CCCCCCCCCCCCCCCC(CS(=O)(=O)OCC)O,100975593,CCCCCCCCCCCCCCC(C(=O)O)OC1=CC=CC=C1OCC(=O)NCCNC(=O)COC2=CC=CC=C2OC(CCCCCCCCCCCCCC)C(=O)O,100975668
NIBR_Screeningdeck_2019,long_chain_flexible_C,"*-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@[CH2,$([CH]-[CH3]),$([C](-[CH3])-[CH3]),NH&v3,$([N&v3]-[CH3]),O,S&v2]-!@*",1,0,ANNOTATION,0,0,Inhouse,N.A.,inhouse,no ref,3609661,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)CCCCCCCNC(=O)[C@H](CC3=CC=CC=C3)NC(=O)/C=N\OCC4=CC=C(C=C4)C5=CC=CC=C5,100975352,C[C@@H]([C@H](CCCCCCC(=O)O)N)N,100975364,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7C([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C,100975482,CCCCCCCCC1=CC=C(C=C1)C(CS(=O)(=O)[O-])O.[Na+],100975589,CCCCCCCCCCCCCCCC(CS(=O)(=O)OCC)O,100975593
NIBR_Screeningdeck_2019,maleimides,O=C(N1)[C;H1]=[C;H1]C1=O,1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,31077,C1CC(=CC(=C1)N2C(=O)C=CC2=O)N3C(=O)C=CC3=O,100976843,CO[Si](C)(CCCN1C(=O)C=CC1=O)OC,100979151,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCC(=O)ON5C(=O)C=CC5=O,100986525,CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=C(C=CC(=C5)C(=O)ON6C(=O)C=CC6=O)C(=O)O3,100986526,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)ON3C(=O)C=CC3=O)NC(=O)N2,100986527
NIBR_Screeningdeck_2019,mannich_base_phenolic,[OH]-c1ccccc1-[C;X4;R0](-[N;v3])-c,1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,10717,CCCCN[C@H](C1=CC=CC=C1)C2=C(C=CC3=CC=CC=C32)O,100993486,CN1CCN(CC1)C(C2=CC=C(C=C2)OC)C3=CC4=C(C=C3O)OCCO4,100999850,CCC1=C(C(=C2C(=C1)C(=O)C(=CO2)C3=NC(=CS3)C)[C@H](C4=CC=CC=C4)N5CCCCC5)O,42235472,C1CN(CCN1C(C2=CN=CC=C2)C3=C(C=CC(=C3)CC=O)O)S(=O)(=O)C4=CC=C(C=C4)F,87596978,CN(C)C(C1=CC=CC=C1)C2=C3C=CC(=CC3=CC(=C2O)C(=O)[O-])OC.[Na+],23702528
NIBR_Screeningdeck_2019,meldrums_acid_deriv,O=C1OC(C)(C)OC(C1)=O,1,0,ANNOTATION,0,0,BMS,Exclusion and informational filters for HTS and hit list triaging,literature,"Pearce, B. C., Sofia, M. J., Good, A. C., Drexler, D. M., & Stock, D. A. (2006). An empirical process for the design of high-throughput screening deck filters. Journal of chemical information and modeling, 46(3), 1060-1068.",10009,CC1(OC(=O)C(=CNCCCNC(=O)C2=CC=CC=C2)C(=O)O1)C,100977838,CCOC(=O)C(CCC1(C(=O)OC(OC1=O)(C)C)C)(C(=O)OCC)NC(=O)C,100989059,CC1(OC(=O)C(=C(CN(C)C(=O)OC(C)(C)C)O)C(=O)O1)C,100996362,CC(=O)OC1(C(=O)OC(OC1=O)(C)C)[C@@H]2C=C[C@H]([C@@H]([C@H]2OC(=O)OCC(Cl)(Cl)Cl)OC(=O)OCC(Cl)(Cl)Cl)OC(=O)OCC(Cl)(Cl)Cl,100997664,CC1(OC(=O)C(C(=O)O1)(C)C[C@](C)(CC2=CC=C(C=C2)C3=CC(=CC=C3)F)NC(=O)OC(C)(C)C)C,129253795
NIBR_Screeningdeck_2019,mercapto_thiochromenone,[c]1:[c]2:[c](-[#6](=[#8])-[#6]=[#6](-[#16])-[#16]2):[c]:[c]:[c]1,1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,0,,,,,,,,,,
NIBR_Screeningdeck_2019,methyl_group_count_aromatic_ring,"[CH3]-[c;$(cc([CH3])c([CH3])c[CH3]),$(cc([CH3])c([CH3])cc[CH3]),$(cc([CH3])cc([CH3])c[CH3])]",1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,46741,CC1=C(C(=C(C(=C1C)C)C#CC2=CC=C(C=C2)N(C)C)C)C,100992697,CC1=CC2=C(C(=C1)/C=C\C3=C(C(=C(C(=C3C)C)C)CC2)C)C,100993355,CC1=C(C2=C(C(=C1CN3C=C[N+](=C3)CC4=C(C(=C(CN5C=C[N+](=C5)C2)C(=C4C)C)C)C)C)C)C,100997886,CC1=C(C(=C(C(=C1CN2C=CN=C2)C)C)CN3C=C[N+](=C3)CC4=C(C(=C(C(=C4C)C)CBr)C)C)C,100997888,CCNS(=O)(=O)C1=C(C(=C(C(=C1)C)C)C)C,100998373
NIBR_Screeningdeck_2019,methylene_1_3_5_thiadiazines,[#6]=[#6]1-[#16&v2]-[C;X4]-[#7&v3]-[C;X4]-[#7&v3]-1,1,2,EXCLUDE,0,0,Inhouse,N.A.,inhouse,no ref,2758,C1CCC(CC1)N2CN3C(=O)CC(C(=C3SC2)C#N)C4=CC=C(C=C4)Cl,16020341,CC1=C(C=C(C=C1)N2CN3C(=O)CC(C(=C3SC2)C#N)C4=CC=CC=C4C)C,20857677,C1N2CN([C@@H](C(=C2SCN1CC3=CC=CC=C3)C#N)C4=CC=CO4)CC5=CC=CC=C5,29098702,CC1=CC=C(C=C1)N2CN3CN([C@H](C(=C3SC2)C#N)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C,42486066,C1C(=C2N(CN1)CNCS2)C#N,129875203
NIBR_Screeningdeck_2019,methylsulfanyl_thiopyranone,"[S&v2]-[#6]1-,:[#16&v2]-,:[#6]=,:[#6]-,:[#6](=[#8])-,:[#6]=,:1",1,1,FLAG,1,0,Inhouse,N.A.,inhouse,no ref,1130,CCO[P+](C(CC1CC2=C(S1)SC3=C(C2=O)C=CC(=C3)F)(F)F)([O-])OCC,100989813,CC1=CC(=O)C=C(S1)S,12306550,CCCC1=C(SC2=C(C1=O)C=C(C=C2)Br)SC,54462310,CSC1=C(C(=O)C2=CC=CC=C2S1)C#N,12415717,CSC1=CC(=O)C2=C(S1)C=CC=N2,14644975
NIBR_Screeningdeck_2019,michael acceptor_1,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]",1,0,ANNOTATION,1,0,MLSMR,"chemically reactive functional groups that would interfere with HTS, as well as compounds likely to be promiscuous aggregators",literature,"Laggner, C., Shayo, Y., Hendarto, C., Johnson, C. R., & Loomis, C. R. Large scale storage stability analysis of molecules in the NCATS SMR (formerly MLSMR)",591533,C/C=C(\C)/C(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7C([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C,100975481,CCOC(=O)/C(=C/C1=CC(=O)OC2=C1C=CC(=C2)OC)/C,100975999,CCN(C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)/C=C(/C(=O)NC3C(CCCC3)C)\C#N)CC4=CC=CC=C4CN(C5=CC=C(C=C5)/C=C/C6=CC=C(C=C6)/C=C(/C(=O)NC7C(CCCC7)C)\C#N)CC,100976114,CCOC(=O)/C=C(\C(C)C)/C(=O)NS(=O)(=O)C1=CC=C(C=C1)C,100976234,C/C=C(\C)/C(=O)O[C@H]1C[C@H]([C@]2(CO[C@@H]3[C@@H]2[C@]14CO[C@H]([C@H]4[C@]([C@@H]3O)(C)[C@@]56[C@@H]7C[C@H]([C@@]5(O6)C)[C@]8(C=CO[C@H]8O7)O)O)CO)OC(=O)C,100976319
NIBR_Screeningdeck_2019,michael_acceptor_2,"[a;$(a1:[a;!$(a=*)]:[a;!$(a=*)]:[a;!$(a=*)]:[a;!$(a=*)]:[a;!$(a=*)]:1),$(a1:[a;!$(a=*)]:[a;!$(a=*)]:[a;!$(a=*)]:[a;!$(a=*)]:1)]-[C;!$(C~[#7,#8,#16,F,Cl,Br,I]);!$([#6]1=[#6]-[#6,#7&v3]=,:[#6,#7&v3]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6,#7&v3]=,:[#6,#7&v3]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#6,#7&v3]=,:[#6,#7&v3]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6](=[#8,#7&v3,#16&v2])-[#8,#7&v3,#16&v2]-1)]=[C;!$([#6]1=[#6]-[#6,#7&v3]=,:[#6,#7&v3]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6,#7&v3]=,:[#6,#7&v3]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#6,#7&v3]=,:[#6,#7&v3]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6](=[#8,#7&v3,#16&v2])-[#8,#7&v3,#16&v2]-1)](-[$([#6;H1]=[#8,#16]),$([#7,#15,#16]=[#8])])-[$([#6;H1]=[#8,#16]),$([#7,#15,#16]=[#8])]",1,2,EXCLUDE,1,0,Inhouse,N.A.,inhouse,no ref,670,COC1=CC(=C(C=C1)/C(=C(\C=O)/S(=O)(=O)CC2=CC=C(C=C2)Cl)/C3=CC=C(C=C3)Br)O,87579684,COC(=O)C1=CC2=C(C=C1)N(C=C2/C=C(/C=O)\N=O)C(=O)OCC3=CC=CC=C3,89048528,CC1=CC=C(C=C1)S(=O)(=O)C(=CC2=CC=CS2)S(=O)C,71405854,CS(=O)C(=CC1=CC=CC=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,71412161,CCOP(=O)(C(=CC1=CC=CC=C1)S(=O)CC)OCC,71412162
NIBR_Screeningdeck_2019,michael_acceptor_CH2_terminal,"[CH2]=[C!$(C(-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)])-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)])]-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)]",1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,379428,C=C(C(=O)NC1=CC(=C(C=C1)N=NC2=C(C=C3C=C(C=C(C3=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)N)Br,100975575,COC(=O)C(=C)C1=C(C2=CC=CC=C2N1)CCN(CC3=CC=CC=C3)/C=C/CC(CCOCC4=CC=CC=C4)C5OCCO5,100975598,C[Si](C)(C)/C=C/CC(=C)C=O,100975940,CC1=CC(=O)C2[C@@]1(C[C@@H](CCC2CO)C(C)C(=O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)OCC4=C5C(=O)C=C(C56CC(CC4)C(=C)C(=O)O6)C)CO)O,100976090,CC(C)(C)OC(=O)CCC1=CC=CC=C1NC(=O)C(CC2=CC=CC=C2)NCC(=C)S(=O)(=O)C(C)(C)C,100976123
NIBR_Screeningdeck_2019,michael_acceptor_double_act,"[C;!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6](=[#8,#7&v3,#16&v2])-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#6,#7&v3]=,:[#6,#7&v3]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6,#7&v3]=,:[#6,#7&v3]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-1)]=[C;!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6](=[#8,#7&v3,#16&v2])-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#6,#7&v3]=,:[#6,#7&v3]-[#8,#7&v3,#16&v2]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6,#7&v3]=,:[#6,#7&v3]-1);!$([#6]1=[#6]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-[#6,#7&v3]=,:[#6,#7&v3]-1);!$([#6]1=[#6]-[#6,#7&v3]=,:[#6,#7&v3]-[#6](=[#8,#7,#16&v2])-[#8,#7&v3,#16&v2]-1)](-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)])-[$([#6]=[#8,#16]),$([#7,#15,#16]=[#8]),$(C#N),$(C(F)(F)F)]",1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,761453,CCOC(=O)C(=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C4=C(C(=O)N(C4=O)C)C(=O)C,100975522,CCCCN(CCCC)C1=CC=C(C=C1)/C=C/C=C(C#N)C#N,100975862,C[C@@H]1[C@H]([C@@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@@H](CO[C@H]3N4[C@H](C(=O)/C(=C(/C=C/C=C/C=C/C=C/C=C(\C=C(/C)\Cl)/Cl)\O)/C4=O)CC(=O)N)O)O)O)O,100975898,CCOC(=O)N(C(=C(C(F)(F)F)C(F)(F)F)F)N(C(=C(C(F)(F)F)C(F)(F)F)F)C(=O)OCC,100976105,CCN(C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)/C=C(/C(=O)NC3C(CCCC3)C)\C#N)CC4=CC=CC=C4CN(C5=CC=C(C=C5)/C=C/C6=CC=C(C=C6)/C=C(/C(=O)NC7C(CCCC7)C)\C#N)CC,100976114
NIBR_Screeningdeck_2019,michael_acceptor_3,"[$(N#C-C#C[C,c]),$(C#C-[CH]=O),$(C(#C-C(=O)-[C,c]))] ",1,0,ANNOTATION,1,0,Inhouse,N.A.,inhouse,no ref,12916,CCOC(C#C/C=C/C#CC=O)OCC,100975881,CC(C)C(=[OH+])C#C,100977562,C1=CC=C(C=C1)C#CC(=O)C(=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=C(C=C5)C(=P(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C(=O)C#CC9=CC=CC=C9,100983163,C1CC=C/2C#CC(=O)CCC#C/C=C2/C1,100983230,CC[C@H](C)C#CC(=O)C1=C(C=C2C(=CC(=C(C2=C1OCOC)OC)Cl)OC)COCC3=CC=CC=C3,100984711
NIBR_Screeningdeck_2019,N_acyl_123_triazole,[#7;R1]1~[#7;R1]~[#7;R1](-C(=O))~[#6]~[#6]1,1,2,EXCLUDE,1,0,BMS,Exclusion and informational filters for HTS and hit list triaging,literature,"Pearce, B. C., Sofia, M. J., Good, A. C., Drexler, D. M., & Stock, D. A. (2006). An empirical process for the design of high-throughput screening deck filters. Journal of chemical information and modeling, 46(3), 1060-1068.",5010,C1CN(CC2=CC=CC=C21)N(C(=O)N3C4=CC=CC=C4N=N3)N5CCC6=CC=CC=C6C5,100975923,CC(C)(C)C1=CN(N=N1)C(=O)C2CO2,89032828,C1CCN(C(C1)CC2=CC=CC=C2)C(=O)N3C=C(N=N3)C4=CC=C(C=C4)C5=CC(=CC=C5)C=O,89036272,C1C2C(C(S1)CCCCC(=O)NCCCCCN(CCC3=CC=CC=C3)C(=O)N4C=C(N=N4)C5=CC=C(C=C5)OC(F)(F)F)NC(=O)N2,89036449,CC(C)(C)OC(=O)N1C2=CC(=CC(=C2N=N1)Br)F,134691776
NIBR_Screeningdeck_2019,N_acyl_134_triazole,[#7]1~[#7]~[#6]~[#7](-C(=O)[!N])~[#6]1,1,2,EXCLUDE,1,0,BMS,Exclusion and informational filters for HTS and hit list triaging,literature,"Pearce, B. C., Sofia, M. J., Good, A. C., Drexler, D. M., & Stock, D. A. (2006). An empirical process for the design of high-throughput screening deck filters. Journal of chemical information and modeling, 46(3), 1060-1068.",1301,CC(C)C1=C/C(=C\2/NNC(=S)N2C(=O)C3=CC(=C(C=C3)OC4CCCC4)OC)/C=CC1=O,87595193,C1CCC2(CC1)NN(C(=O)N2C(=O)C3=CC=CC=C3)C4=CC=CC=C4,12301302,CCC1=CC=C(C=C1)NC(=O)CSC2=[N+](NC(=N2)C3=CN=CC=C3)CC(C)(C)OC(=O)N4C(=NN=C4SC(CC=C)C(=O)NC5=CC=C(C=C5)CC)C6=CN=CC=C6,123750533,C1C(=O)N=C(S1)NC2=CC=C(C=C2)C3=NN=C4N3C(=O)CS4,4094795,C1C2=CC=CC=C2C(=O)[C@]1(C3=NN4C(=NN=C4NC(=O)NC5=CC=C(C=C5)Cl)C3=O)C6=NC7=NN=C(N7C6=O)NC(=O)NC8=CC=C(C=C8)Cl,99660442
